index,debut,pid,src,group,suffix,tag,order
1404,,pm1007,,Koraidon,,,
1405,,pm1008,,Miraidon,,,
1406,,pm1009,,Walking_Wake,,,
1407,,pm1010,,Iron_Leaves,,,
1408,,pm1011,,applin,,,
1409,,pm1012.fCOUNTERFEIT,,Poltchageist,(Counterfeit),Form,
1410,,pm1012.fARTISAN,,Poltchageist,(Artisan),Form,
1411,,pm1013.fUNREMARKABLE,,Poltchageist,(Unremarkable),Form,
1412,,pm1013.fMASTERPIECE,,Poltchageist,(Masterpiece),Form,
1413,,pm1014,,Okidogi,,,
1414,,pm1015,,Munkidori,,,
1415,,pm1016,,Fezandipiti,,,
1416,,pm1017.fTEAL_MASK,,Ogerpon,(Teal Mask),Form,
1417,,pm1017.fWELLSPRING_MASK,,Ogerpon,(Wellspring Mask),Form,
1418,,pm1017.fHEARTHFLAME_MASK,,Ogerpon,(Hearthflame Mask),Form,
1419,,pm1017.fCORNERSTONE_MASK,,Ogerpon,(Cornerstone Mask),Form,
1420,,pm1018,,Duraludon,,,
1421,,pm1019,,applin,,,
1422,,pm1020,,Gouging_Fire,,,
1423,,pm1021,,Raging_Bolt,,,
1424,,pm1022,,Iron_Boulder,,,
1425,,pm1023,,Iron_Crown,,,
1426,,pm1024.fNORMAL,,Terapagos,(Normal),Form,
1427,,pm1024.fTERASTAL,,Terapagos,(Terastal),Form,
1428,,pm1024.fSTELLAR,,Terapagos,(Stellar),Form,
1429,,pm1025,,Pecharunt,,,
2001,2024/09/10,pm1,,Bulbasaur_DMAX,(D-Max),Dynamax,
2002,2024/09/10,pm2,,Bulbasaur_DMAX,(D-Max),Dynamax,
2003,2024/09/10,pm3,,Bulbasaur_DMAX,(D-Max Male),Gender=♂=Dynamax,
2004,2024/09/10,pm3.g2,,Bulbasaur_DMAX,(D-Max Female),Gender=♀=Dynamax,
2005,2024/09/10,pm4,,Charmander_DMAX,(D-Max),Dynamax,
2006,2024/09/10,pm5,,Charmander_DMAX,(D-Max),Dynamax,
2007,2024/09/10,pm6,,Charmander_DMAX,(D-Max),Dynamax,
2008,2024/09/10,pm7,,Squirtle_DMAX,(D-Max),Dynamax,
2009,2024/09/10,pm8,,Squirtle_DMAX,(D-Max),Dynamax,
2010,2024/09/10,pm9,,Squirtle_DMAX,(D-Max),Dynamax,
2011,2025/03/24,pm10,,Caterpie_DMAX,(D-Max),Dynamax,
2012,2025/03/24,pm11,,Caterpie_DMAX,(D-Max),Dynamax,
2013,2025/03/24,pm12,,Caterpie_DMAX,(D-Max Male),Gender=♂=Dynamax,
2014,2025/03/24,pm12.g2,,Caterpie_DMAX,(D-Max Female),Gender=♀=Dynamax,
2015,,pm13,,Weedle_DMAX,(D-Max),Dynamax,
2016,,pm14,,Weedle_DMAX,(D-Max),Dynamax,
2017,,pm15,,Weedle_DMAX,(D-Max),Dynamax,
2018,,pm16,,Pidgey_DMAX,(D-Max),Dynamax,
2019,,pm17,,Pidgey_DMAX,(D-Max),Dynamax,
2020,,pm18,,Pidgey_DMAX,(D-Max),Dynamax,
2021,,pm19,,Rattata_DMAX,(D-Max Male),Gender=♂=Dynamax,
2022,,pm19.g2,,Rattata_DMAX,(D-Max Female),Gender=♀=Dynamax,
2023,,pm20,,Rattata_DMAX,(D-Max Male),Gender=♂=Dynamax,
2024,,pm20.g2,,Rattata_DMAX,(D-Max Female),Gender=♀=Dynamax,
2025,,pm19.fALOLA,,Rattata_Alola_DMAX,(D-Max Alolan),RegionalForm=Dynamax,
2026,,pm20.fALOLA,,Rattata_Alola_DMAX,(D-Max Alolan),RegionalForm=Dynamax,
2027,,pm21,,Spearow_DMAX,(D-Max),Dynamax,
2028,,pm22,,Spearow_DMAX,(D-Max),Dynamax,
2029,,pm23,,Ekans_DMAX,(D-Max),Dynamax,
2030,,pm24,,Ekans_DMAX,(D-Max),Dynamax,
2031,,pm25,,Pikachu_DMAX,(D-Max Male),Gender=♂=Dynamax,1
2032,,pm25.g2,,Pikachu_DMAX,(D-Max Female),Gender=♀=Dynamax,2
2033,,pm26,,Pikachu_DMAX,(D-Max Male),Gender=♂=Dynamax,3
2034,,pm26.g2,,Pikachu_DMAX,(D-Max Female),Gender=♀=Dynamax,4
2035,,pm26.fALOLA,,Pikachu_Alola_DMAX,(D-Max Alolan),RegionalForm=Dynamax,
2036,,pm27,,Sandshrew_DMAX,(D-Max),Dynamax,
2037,,pm28,,Sandshrew_DMAX,(D-Max),Dynamax,
2038,,pm27.fALOLA,,Sandshrew_Alola_DMAX,(D-Max Alolan),RegionalForm=Dynamax,
2039,,pm28.fALOLA,,Sandshrew_Alola_DMAX,(D-Max Alolan),RegionalForm=Dynamax,
2040,,pm29,,Nidoran_Female_DMAX,(D-Max),Dynamax,
2041,,pm30,,Nidoran_Female_DMAX,(D-Max),Dynamax,
2042,,pm31,,Nidoran_Female_DMAX,(D-Max),Dynamax,
2043,,pm32,,Nidoran_Male_DMAX,(D-Max),Dynamax,
2044,,pm33,,Nidoran_Male_DMAX,(D-Max),Dynamax,
2045,,pm34,,Nidoran_Male_DMAX,(D-Max),Dynamax,
2046,,pm35,,Clefairy_DMAX,(D-Max),Dynamax,1
2047,,pm36,,Clefairy_DMAX,(D-Max),Dynamax,2
2048,,pm37,,Vulpix_DMAX,(D-Max),Dynamax,
2049,,pm38,,Vulpix_DMAX,(D-Max),Dynamax,
2050,,pm37.fALOLA,,Vulpix_Alola_DMAX,(D-Max Alolan),RegionalForm=Dynamax,
2051,,pm38.fALOLA,,Vulpix_Alola_DMAX,(D-Max Alolan),RegionalForm=Dynamax,
2052,,pm39,,Jigglypuff_DMAX,(D-Max),Dynamax,1
2053,,pm40,,Jigglypuff_DMAX,(D-Max),Dynamax,2
2054,,pm41,,Zubat_DMAX,(D-Max Male),Gender=♂=Dynamax,
2055,,pm41.g2,,Zubat_DMAX,(D-Max Female),Gender=♀=Dynamax,
2056,,pm42,,Zubat_DMAX,(D-Max Male),Gender=♂=Dynamax,
2057,,pm42.g2,,Zubat_DMAX,(D-Max Female),Gender=♀=Dynamax,
2058,,pm43,,Oddish_DMAX,(D-Max),Dynamax,
2059,,pm44,,Oddish_DMAX,(D-Max Male),Gender=♂=Dynamax,
2060,,pm44.g2,,Oddish_DMAX,(D-Max Female),Gender=♀=Dynamax,
2061,,pm45,,Oddish_DMAX,(D-Max Male),Gender=♂=Dynamax,
2062,,pm45.g2,,Oddish_DMAX,(D-Max Female),Gender=♀=Dynamax,
2063,,pm46,,Paras_DMAX,(D-Max),Dynamax,
2064,,pm47,,Paras_DMAX,(D-Max),Dynamax,
2065,,pm48,,Venonat_DMAX,(D-Max),Dynamax,
2066,,pm49,,Venonat_DMAX,(D-Max),Dynamax,
2067,,pm50,,Diglett_DMAX,(D-Max),Dynamax,
2068,,pm51,,Diglett_DMAX,(D-Max),Dynamax,
2069,,pm50.fALOLA,,Diglett_Alola_DMAX,(D-Max Alolan),RegionalForm=Dynamax,
2070,,pm51.fALOLA,,Diglett_Alola_DMAX,(D-Max Alolan),RegionalForm=Dynamax,
2071,,pm52,,Meowth_DMAX,(D-Max),Dynamax,
2072,,pm53,,Meowth_DMAX,(D-Max),Dynamax,
2073,,pm52.fALOLA,,Meowth_Alola_DMAX,(D-Max Alolan),RegionalForm=Dynamax,
2074,,pm53.fALOLA,,Meowth_Alola_DMAX,(D-Max Alolan),RegionalForm=Dynamax,
2075,,pm52.fGALARIAN,,Meowth_Galar_DMAX,(D-Max Galarian),RegionalForm=Dynamax,
2076,,pm54,,Psyduck_DMAX,(D-Max),Dynamax,
2077,,pm55,,Psyduck_DMAX,(D-Max),Dynamax,
2078,,pm56,,Mankey_DMAX,(D-Max),Dynamax,
2079,,pm57,,Mankey_DMAX,(D-Max),Dynamax,
2080,,pm58,,Growlithe_DMAX,(D-Max),Dynamax,
2081,,pm59,,Growlithe_DMAX,(D-Max),Dynamax,
2082,,pm58.fHISUIAN,,Growlithe_Hisui_DMAX,(D-Max Hisuian),RegionalForm=Dynamax,
2083,,pm59.fHISUIAN,,Growlithe_Hisui_DMAX,(D-Max Hisuian),RegionalForm=Dynamax,
2084,,pm60,,Poliwag_DMAX,(D-Max),Dynamax,
2085,,pm61,,Poliwag_DMAX,(D-Max),Dynamax,
2086,,pm62,,Poliwag_DMAX,(D-Max),Dynamax,
2087,2025/09/15,pm63,,Abra_DMAX,(D-Max),Dynamax,
2088,2025/09/15,pm64,,Abra_DMAX,(D-Max Male),Gender=♂=Dynamax,
2089,2025/09/15,pm64.g2,,Abra_DMAX,(D-Max Female),Gender=♀=Dynamax,
2090,2025/09/15,pm65,,Abra_DMAX,(D-Max Male),Gender=♂=Dynamax,
2091,2025/09/15,pm65.g2,,Abra_DMAX,(D-Max Female),Gender=♀=Dynamax,
2092,2024/12/03,pm66,,Machop_DMAX,(D-Max),Dynamax,
2093,2024/12/03,pm67,,Machop_DMAX,(D-Max),Dynamax,
2094,2024/12/03,pm68,,Machop_DMAX,(D-Max),Dynamax,
2095,,pm69,,Bellsprout_DMAX,(D-Max),Dynamax,
2096,,pm70,,Bellsprout_DMAX,(D-Max),Dynamax,
2097,,pm71,,Bellsprout_DMAX,(D-Max),Dynamax,
2098,,pm72,,Tentacool_DMAX,(D-Max),Dynamax,
2099,,pm73,,Tentacool_DMAX,(D-Max),Dynamax,
2100,,pm74,,Geodude_DMAX,(D-Max),Dynamax,
2101,,pm75,,Geodude_DMAX,(D-Max),Dynamax,
2102,,pm76,,Geodude_DMAX,(D-Max),Dynamax,
2103,,pm74.fALOLA,,Geodude_Alola_DMAX,(D-Max Alolan),RegionalForm=Dynamax,
2104,,pm75.fALOLA,,Geodude_Alola_DMAX,(D-Max Alolan),RegionalForm=Dynamax,
2105,,pm76.fALOLA,,Geodude_Alola_DMAX,(D-Max Alolan),RegionalForm=Dynamax,
2106,,pm77,,Ponyta_DMAX,(D-Max),Dynamax,
2107,,pm78,,Ponyta_DMAX,(D-Max),Dynamax,
2108,,pm77.fGALARIAN,,Ponyta_Galar_DMAX,(D-Max Galarian),RegionalForm=Dynamax,
2109,,pm78.fGALARIAN,,Ponyta_Galar_DMAX,(D-Max Galarian),RegionalForm=Dynamax,
2110,,pm79,,Slowpoke_DMAX,(D-Max),Dynamax,
2111,,pm80,,Slowpoke_DMAX,(D-Max),Dynamax,
2112,,pm79.fGALARIAN,,Slowpoke_Galar_DMAX,(D-Max Galarian),RegionalForm=Dynamax,
2113,,pm80.fGALARIAN,,Slowpoke_Galar_DMAX,(D-Max Galarian),RegionalForm=Dynamax,
2114,,pm81,,Magnemite_DMAX,(D-Max),Dynamax,
2115,,pm82,,Magnemite_DMAX,(D-Max),Dynamax,
2116,,pm83,,Farfetchd_DMAX,(D-Max),Dynamax,
2117,,pm83.fGALARIAN,,Farfetchd_Galar_DMAX,(D-Max Galarian),RegionalForm=Dynamax,
2118,,pm84,,Doduo_DMAX,(D-Max Male),Gender=♂=Dynamax,
2119,,pm84.g2,,Doduo_DMAX,(D-Max Female),Gender=♀=Dynamax,
2120,,pm85,,Doduo_DMAX,(D-Max Male),Gender=♂=Dynamax,
2121,,pm85.g2,,Doduo_DMAX,(D-Max Female),Gender=♀=Dynamax,
2122,,pm86,,Seel_DMAX,(D-Max),Dynamax,
2123,,pm87,,Seel_DMAX,(D-Max),Dynamax,
2124,,pm88,,Grimer_DMAX,(D-Max),Dynamax,
2125,,pm89,,Grimer_DMAX,(D-Max),Dynamax,
2126,,pm88.fALOLA,,Grimer_Alola_DMAX,(D-Max Alolan),RegionalForm=Dynamax,
2127,,pm89.fALOLA,,Grimer_Alola_DMAX,(D-Max Alolan),RegionalForm=Dynamax,
2128,,pm90,,Shellder_DMAX,(D-Max),Dynamax,
2129,,pm91,,Shellder_DMAX,(D-Max),Dynamax,
2130,2024/10/22,pm92,,Gastly_DMAX,(D-Max),Dynamax,
2131,2024/10/22,pm93,,Gastly_DMAX,(D-Max),Dynamax,
2132,2024/10/22,pm94,,Gastly_DMAX,(D-Max),Dynamax,
2133,,pm95,,Onix_DMAX,(D-Max),Dynamax,
2134,,pm96,,Drowzee_DMAX,(D-Max),Dynamax,
2135,,pm97,,Drowzee_DMAX,(D-Max Male),Gender=♂=Dynamax,
2136,,pm97.g2,,Drowzee_DMAX,(D-Max Female),Gender=♀=Dynamax,
2137,2024/12/09,pm98,,Krabby_DMAX,(D-Max),Dynamax,
2138,2024/12/09,pm99,,Krabby_DMAX,(D-Max),Dynamax,
2139,,pm100,,Voltorb_DMAX,(D-Max),Dynamax,
2140,,pm101,,Voltorb_DMAX,(D-Max),Dynamax,
2141,,pm100.fHISUIAN,,Voltorb_Hisui_DMAX,(D-Max Hisuian),RegionalForm=Dynamax,
2142,,pm101.fHISUIAN,,Voltorb_Hisui_DMAX,(D-Max Hisuian),RegionalForm=Dynamax,
2143,,pm102,,Exeggcute_DMAX,(D-Max),Dynamax,
2144,,pm103,,Exeggcute_DMAX,(D-Max),Dynamax,
2145,,pm103.fALOLA,,Exeggcute_Alola_DMAX,(D-Max Alolan),RegionalForm=Dynamax,
2146,,pm104,,Cubone_DMAX,(D-Max),Dynamax,
2147,,pm105,,Cubone_DMAX,(D-Max),Dynamax,
2148,,pm105.fALOLA,,Cubone_Alola_DMAX,(D-Max Alolan),RegionalForm=Dynamax,
2149,,pm106,,Tyrogue_DMAX,(D-Max),Dynamax,1
2150,,pm107,,Tyrogue_DMAX,(D-Max),Dynamax,2
2151,,pm108,,Lickitung_DMAX,(D-Max),Dynamax,
2152,,pm109,,Koffing_DMAX,(D-Max),Dynamax,
2153,,pm110,,Koffing_DMAX,(D-Max),Dynamax,
2154,,pm110.fGALARIAN,,Koffing_Galar_DMAX,(D-Max Galarian),RegionalForm=Dynamax,
2155,,pm111,,Rhyhorn_DMAX,(D-Max Male),Gender=♂=Dynamax,
2156,,pm111.g2,,Rhyhorn_DMAX,(D-Max Female),Gender=♀=Dynamax,
2157,,pm112,,Rhyhorn_DMAX,(D-Max Male),Gender=♂=Dynamax,
2158,,pm112.g2,,Rhyhorn_DMAX,(D-Max Female),Gender=♀=Dynamax,
2159,2025/03/17,pm113,,Chansey_DMAX,(D-Max),Dynamax,1
2160,,pm114,,Tangela_DMAX,(D-Max),Dynamax,
2161,,pm115,,Kangaskhan_DMAX,(D-Max),Dynamax,
2162,,pm116,,Horsea_DMAX,(D-Max),Dynamax,
2163,,pm117,,Horsea_DMAX,(D-Max),Dynamax,
2164,,pm118,,Goldeen_DMAX,(D-Max Male),Gender=♂=Dynamax,
2165,,pm118.g2,,Goldeen_DMAX,(D-Max Female),Gender=♀=Dynamax,
2166,,pm119,,Goldeen_DMAX,(D-Max Male),Gender=♂=Dynamax,
2167,,pm119.g2,,Goldeen_DMAX,(D-Max Female),Gender=♀=Dynamax,
2168,,pm120,,Staryu_DMAX,(D-Max),Dynamax,
2169,,pm121,,Staryu_DMAX,(D-Max),Dynamax,
2170,,pm122,,Mr_Mime_DMAX,(D-Max),Dynamax,1
2171,,pm122.fGALARIAN,,Mr_Mime_Galar_DMAX,(D-Max Galarian),RegionalForm=Dynamax,
2172,,pm123,,Scyther_DMAX,(D-Max Male),Gender=♂=Dynamax,
2173,,pm123.g2,,Scyther_DMAX,(D-Max Female),Gender=♀=Dynamax,
2174,,pm124,,Jynx_DMAX,(D-Max),Dynamax,1
2175,,pm125,,Electabuzz_DMAX,(D-Max),Dynamax,1
2176,,pm126,,Magmar_DMAX,(D-Max),Dynamax,1
2177,,pm127,,Pinsir_DMAX,(D-Max),Dynamax,
2178,,pm128,,Tauros_DMAX,(D-Max),Form=Dynamax,
2179,,pm128.fPALDEA_COMBAT,,Tauros_Paldea_DMAX,(D-Max Paldean Combat Breed),Paldean=RegionalForm=Form=Dynamax,
2180,,pm128.fPALDEA_AQUA,,Tauros_Paldea_DMAX,(D-Max Paldean Aqua Breed),Paldean=RegionalForm=Form=Dynamax,
2181,,pm128.fPALDEA_BLAZE,,Tauros_Paldea_DMAX,(D-Max Paldean Blaze Breed),Paldean=RegionalForm=Form=Dynamax,
2182,,pm129,,Magikarp_DMAX,(D-Max Male),Gender=♂=Dynamax,
2183,,pm129.g2,,Magikarp_DMAX,(D-Max Female),Gender=♀=Dynamax,
2184,,pm130,,Magikarp_DMAX,(D-Max Male),Gender=♂=Dynamax,
2185,,pm130.g2,,Magikarp_DMAX,(D-Max Female),Gender=♀=Dynamax,
2186,,pm131,,Lapras_DMAX,(D-Max),Dynamax,
2187,,pm132,,Ditto_DMAX,(D-Max),Dynamax,
2188,,pm133,,Eevee_DMAX,(D-Max Male),Gender=♂=Dynamax,
2189,,pm133.g2,,Eevee_DMAX,(D-Max Female),Gender=♀=Dynamax,
2190,,pm134,,Eevee_DMAX,(D-Max),Dynamax,
2191,,pm135,,Eevee_DMAX,(D-Max),Dynamax,
2192,,pm136,,Eevee_DMAX,(D-Max),Dynamax,
2193,,pm137,,Porygon_DMAX,(D-Max),Dynamax,
2194,2025/08/04,pm138,,Omanyte_DMAX,(D-Max),Dynamax,
2195,2025/08/04,pm139,,Omanyte_DMAX,(D-Max),Dynamax,
2196,2025/07/28,pm140,,Kabuto_DMAX,(D-Max),Dynamax,
2197,2025/07/28,pm141,,Kabuto_DMAX,(D-Max),Dynamax,
2198,,pm142,,Aerodactyl_DMAX,(D-Max),Dynamax,
2199,,pm143,,Snorlax_DMAX,(D-Max),Dynamax,1
2200,2025/01/20,pm144,,Articuno_DMAX,(D-Max),Dynamax,
2201,,pm144.fGALARIAN,,Articuno_Galar_DMAX,(D-Max Galarian),RegionalForm=Dynamax,
2202,2025/01/27,pm145,,Zapdos_DMAX,(D-Max),Dynamax,
2203,,pm145.fGALARIAN,,Zapdos_Galar_DMAX,(D-Max Galarian),RegionalForm=Dynamax,
2204,2025/02/03,pm146,,Moltres_DMAX,(D-Max),Dynamax,
2205,,pm146.fGALARIAN,,Moltres_Galar_DMAX,(D-Max Galarian),RegionalForm=Dynamax,
2206,,pm147,,Dratini_DMAX,(D-Max),Dynamax,
2207,,pm148,,Dratini_DMAX,(D-Max),Dynamax,
2208,,pm149,,Dratini_DMAX,(D-Max),Dynamax,
2209,,pm150,,Mewtwo_DMAX,(D-Max),Dynamax,
2210,,pm151,,Mew_DMAX,(D-Max),Dynamax,
2211,,pm152,,Chikorita_DMAX,(D-Max),Dynamax,
2212,,pm153,,Chikorita_DMAX,(D-Max),Dynamax,
2213,,pm154,,Chikorita_DMAX,(D-Max Male),Gender=♂=Dynamax,
2214,,pm154.g2,,Chikorita_DMAX,(D-Max Female),Gender=♀=Dynamax,
2215,,pm155,,Cyndaquil_DMAX,(D-Max),Dynamax,
2216,,pm156,,Cyndaquil_DMAX,(D-Max),Dynamax,
2217,,pm157,,Cyndaquil_DMAX,(D-Max),Dynamax,
2218,,pm157.fHISUIAN,,Cyndaquil_Hisui_DMAX,(D-Max Hisuian),RegionalForm=Dynamax,
2219,,pm158,,Totodile_DMAX,(D-Max),Dynamax,
2220,,pm159,,Totodile_DMAX,(D-Max),Dynamax,
2221,,pm160,,Totodile_DMAX,(D-Max),Dynamax,
2222,,pm161,,Sentret_DMAX,(D-Max),Dynamax,
2223,,pm162,,Sentret_DMAX,(D-Max),Dynamax,
2224,,pm163,,Hoothoot_DMAX,(D-Max),Dynamax,
2225,,pm164,,Hoothoot_DMAX,(D-Max),Dynamax,
2226,,pm165,,Ledyba_DMAX,(D-Max Male),Gender=♂=Dynamax,
2227,,pm165.g2,,Ledyba_DMAX,(D-Max Female),Gender=♀=Dynamax,
2228,,pm166,,Ledyba_DMAX,(D-Max Male),Gender=♂=Dynamax,
2229,,pm166.g2,,Ledyba_DMAX,(D-Max Female),Gender=♀=Dynamax,
2230,,pm167,,Spinarak_DMAX,(D-Max),Dynamax,
2231,,pm168,,Spinarak_DMAX,(D-Max),Dynamax,
2232,,pm169,,Zubat_DMAX,(D-Max),Dynamax,
2233,,pm170,,Chinchou_DMAX,(D-Max),Dynamax,
2234,,pm171,,Chinchou_DMAX,(D-Max),Dynamax,
2235,,pm172,,Pikachu_DMAX,(D-Max),Dynamax,0
2236,,pm173,,Clefairy_DMAX,(D-Max),Dynamax,0
2237,,pm174,,Jigglypuff_DMAX,(D-Max),Dynamax,0
2238,,pm175,,Togepi_DMAX,(D-Max),Dynamax,
2239,,pm176,,Togepi_DMAX,(D-Max),Dynamax,
2240,,pm177,,Natu_DMAX,(D-Max),Dynamax,
2241,,pm178,,Natu_DMAX,(D-Max Male),Gender=♂=Dynamax,
2242,,pm178.g2,,Natu_DMAX,(D-Max Female),Gender=♀=Dynamax,
2243,,pm179,,Mareep_DMAX,(D-Max),Dynamax,
2244,,pm180,,Mareep_DMAX,(D-Max),Dynamax,
2245,,pm181,,Mareep_DMAX,(D-Max),Dynamax,
2246,,pm182,,Oddish_DMAX,(D-Max),Dynamax,
2247,,pm183,,Marill_DMAX,(D-Max),Dynamax,1
2248,,pm184,,Marill_DMAX,(D-Max),Dynamax,2
2249,,pm185,,Sudowoodo_DMAX,(D-Max Male),Gender=♂=Dynamax,1
2250,,pm185.g2,,Sudowoodo_DMAX,(D-Max Female),Gender=♀=Dynamax,2
2251,,pm186,,Poliwag_DMAX,(D-Max Male),Gender=♂=Dynamax,
2252,,pm186.g2,,Poliwag_DMAX,(D-Max Female),Gender=♀=Dynamax,
2253,,pm187,,Hoppip_DMAX,(D-Max),Dynamax,
2254,,pm188,,Hoppip_DMAX,(D-Max),Dynamax,
2255,,pm189,,Hoppip_DMAX,(D-Max),Dynamax,
2256,,pm190,,Aipom_DMAX,(D-Max Male),Gender=♂=Dynamax,
2257,,pm190.g2,,Aipom_DMAX,(D-Max Female),Gender=♀=Dynamax,
2258,,pm191,,Sunkern_DMAX,(D-Max),Dynamax,
2259,,pm192,,Sunkern_DMAX,(D-Max),Dynamax,
2260,,pm193,,Yanma_DMAX,(D-Max),Dynamax,
2261,,pm194,,Wooper_DMAX,(D-Max Male),Gender=♂=Dynamax,
2262,,pm194.g2,,Wooper_DMAX,(D-Max Female),Gender=♀=Dynamax,
2263,,pm195,,Wooper_DMAX,(D-Max Male),Gender=♂=Dynamax,
2264,,pm195.g2,,Wooper_DMAX,(D-Max Female),Gender=♀=Dynamax,
2265,,pm194.fPALDEA,,Wooper_Paldea_DMAX,(D-Max Paldean),Paldean=RegionalForm=Dynamax,
2266,,pm196,,Eevee_DMAX,(D-Max),Dynamax,
2267,,pm197,,Eevee_DMAX,(D-Max),Dynamax,
2268,,pm198,,Murkrow_DMAX,(D-Max Male),Gender=♂=Dynamax,
2269,,pm198.g2,,Murkrow_DMAX,(D-Max Female),Gender=♀=Dynamax,
2270,,pm199,,Slowpoke_DMAX,(D-Max),Dynamax,
2271,,pm199.fGALARIAN,,Slowpoke_Galar_DMAX,(D-Max Galarian),RegionalForm=Dynamax,
2272,,pm200,,Misdreavus_DMAX,(D-Max),Dynamax,
2273,,pm201.fUNOWN_A,,Unown_DMAX,(D-Max A),Form=Dynamax,
2274,,pm201.fUNOWN_B,,Unown_DMAX,(D-Max B),Form=Dynamax,
2275,,pm201.fUNOWN_C,,Unown_DMAX,(D-Max C),Form=Dynamax,
2276,,pm201.fUNOWN_D,,Unown_DMAX,(D-Max D),Form=Dynamax,
2277,,pm201.fUNOWN_E,,Unown_DMAX,(D-Max E),Form=Dynamax,
2278,,pm201.fUNOWN_F,,Unown_DMAX,(D-Max F),Form=Dynamax,
2279,,pm201.fUNOWN_G,,Unown_DMAX,(D-Max G),Form=Dynamax,
2280,,pm201.fUNOWN_H,,Unown_DMAX,(D-Max H),Form=Dynamax,
2281,,pm201.fUNOWN_I,,Unown_DMAX,(D-Max I),Form=Dynamax,
2282,,pm201.fUNOWN_J,,Unown_DMAX,(D-Max J),Form=Dynamax,
2283,,pm201.fUNOWN_K,,Unown_DMAX,(D-Max K),Form=Dynamax,
2284,,pm201.fUNOWN_L,,Unown_DMAX,(D-Max L),Form=Dynamax,
2285,,pm201.fUNOWN_M,,Unown_DMAX,(D-Max M),Form=Dynamax,
2286,,pm201.fUNOWN_N,,Unown_DMAX,(D-Max N),Form=Dynamax,
2287,,pm201.fUNOWN_O,,Unown_DMAX,(D-Max O),Form=Dynamax,
2288,,pm201.fUNOWN_P,,Unown_DMAX,(D-Max P),Form=Dynamax,
2289,,pm201.fUNOWN_Q,,Unown_DMAX,(D-Max Q),Form=Dynamax,
2290,,pm201.fUNOWN_R,,Unown_DMAX,(D-Max R),Form=Dynamax,
2291,,pm201.fUNOWN_S,,Unown_DMAX,(D-Max S),Form=Dynamax,
2292,,pm201.fUNOWN_T,,Unown_DMAX,(D-Max T),Form=Dynamax,
2293,,pm201.fUNOWN_U,,Unown_DMAX,(D-Max U),Form=Dynamax,
2294,,pm201.fUNOWN_V,,Unown_DMAX,(D-Max V),Form=Dynamax,
2295,,pm201.fUNOWN_W,,Unown_DMAX,(D-Max W),Form=Dynamax,
2296,,pm201.fUNOWN_X,,Unown_DMAX,(D-Max X),Form=Dynamax,
2297,,pm201.fUNOWN_Y,,Unown_DMAX,(D-Max Y),Form=Dynamax,
2298,,pm201.fUNOWN_Z,,Unown_DMAX,(D-Max Z),Form=Dynamax,
2299,,pm201.fUNOWN_EXCLAMATION_POINT,,Unown_DMAX,(D-Max !),Form=Dynamax,
2300,,pm201.fUNOWN_QUESTION_MARK,,Unown_DMAX,(D-Max ?),Form=Dynamax,
2301,,pm202,,Wobbuffet_DMAX,(D-Max Male),Gender=♂=Dynamax,1
2302,,pm202.g2,,Wobbuffet_DMAX,(D-Max Female),Gender=♀=Dynamax,2
2303,,pm203,,Girafarig_DMAX,(D-Max Male),Gender=♂=Dynamax,
2304,,pm203.g2,,Girafarig_DMAX,(D-Max Female),Gender=♀=Dynamax,
2305,,pm204,,Pineco_DMAX,(D-Max),Dynamax,
2306,,pm205,,Pineco_DMAX,(D-Max),Dynamax,
2307,,pm206,,Dunsparce_DMAX,(D-Max),Dynamax,
2308,,pm207,,Gligar_DMAX,(D-Max Male),Gender=♂=Dynamax,
2309,,pm207.g2,,Gligar_DMAX,(D-Max Female),Gender=♀=Dynamax,
2310,,pm208,,Onix_DMAX,(D-Max Male),Gender=♂=Dynamax,
2311,,pm208.g2,,Onix_DMAX,(D-Max Female),Gender=♀=Dynamax,
2312,,pm209,,Snubbull_DMAX,(D-Max),Dynamax,
2313,,pm210,,Snubbull_DMAX,(D-Max),Dynamax,
2314,,pm211,,Qwilfish_DMAX,(D-Max),Dynamax,
2315,,pm211.fHISUIAN,,Qwilfish_Hisui_DMAX,(D-Max Hisuian),RegionalForm=Dynamax,
2316,,pm212,,Scyther_DMAX,(D-Max Male),Gender=♂=Dynamax,
2317,,pm212.g2,,Scyther_DMAX,(D-Max Female),Gender=♀=Dynamax,
2318,2025/06/30,pm213,,Shuckle_DMAX,(D-Max),Dynamax,
2319,,pm214,,Heracross_DMAX,(D-Max Male),Gender=♂=Dynamax,
2320,,pm214.g2,,Heracross_DMAX,(D-Max Female),Gender=♀=Dynamax,
2321,,pm215,,Sneasel_DMAX,(D-Max Male),Gender=♂=Dynamax,
2322,,pm215.g2,,Sneasel_DMAX,(D-Max Female),Gender=♀=Dynamax,
2323,,pm215.fHISUIAN,,Sneasel_Hisui_DMAX,(D-Max Hisuian Male),Gender=♂=RegionalForm=Dynamax,
2324,,pm215.fHISUIAN,https://raw.githubusercontent.com/PokeMiners/pogo_assets/refs/heads/master/Images/Pokemon%20-%20256x256/Addressable%20Assets/pm215.fHISUIAN.g2.s.icon.png,Sneasel_Hisui_DMAX,(D-Max Hisuian Female),Gender=♀=RegionalForm=Dynamax,
2325,,pm216,,Teddiursa_DMAX,(D-Max),Dynamax,
2326,,pm217,,Teddiursa_DMAX,(D-Max Male),Gender=♂=Dynamax,
